Sample,link,miRW-Imp
TCGA_K4_A5RI_01A,CRY1_TIMELESS,1.3783
TCGA_K4_A5RI_01A,CRY1_CSNK1D,1.3657
TCGA_K4_A5RI_01A,CRY1_PRKAG1,1.4545
TCGA_K4_A5RI_01A,CRY1_PRKAA1,1.53372
TCGA_K4_A5RI_01A,CRY1_FBXL3,1.08052
TCGA_K4_A5RI_01A,CRY1_TPTEP2-CSNK1E,0.57552
TCGA_K4_A5RI_01A,CRY1_NR3C1,1.37724
TCGA_K4_A5RI_01A,CRY1_CSNK1E,1.51585
TCGA_K4_A5RI_01A,CRY1_RORB,0.56943
TCGA_K4_A5RI_01A,CRY1_PRKAG2,0.85377
TCGA_K4_A5RI_01A,CRY1_PER1,1.01941
TCGA_K4_A5RI_01A,CRY1_PRKAB1,1.30253
TCGA_K4_A5RI_01A,CRY1_PER2,1.07817
TCGA_K4_A5RI_01A,CRY1_RORA,0.60788
TCGA_K4_A5RI_01A,CRY1_PER3,0.8386
TCGA_K4_A5RI_01A,CRY1_PRKAA2,0.78936
TCGA_K4_A5RI_01A,CRY1_NR1D2,1.07671
TCGA_K4_A5RI_01A,ATG10_GABARAPL2,1.41866
TCGA_K4_A5RI_01A,ATG12_GABARAPL2,1.60808
TCGA_K4_A5RI_01A,ATG13_GABARAPL2,1.81016
TCGA_K4_A5RI_01A,ATG14_GABARAPL2,1.74258
TCGA_K4_A5RI_01A,ATG16L1_GABARAPL2,1.7015
TCGA_K4_A5RI_01A,ATG3_GABARAPL2,1.8359
TCGA_K4_A5RI_01A,ATG4A_GABARAPL2,1.3782
TCGA_K4_A5RI_01A,ATG4B_GABARAPL2,1.55247
TCGA_K4_A5RI_01A,ATG4C_GABARAPL2,1.3626
TCGA_K4_A5RI_01A,ATG4D_GABARAPL2,1.60238
TCGA_K4_A5RI_01A,ATG5_GABARAPL2,2.15063
TCGA_K4_A5RI_01A,ATG7_GABARAPL2,1.44459
TCGA_K4_A5RI_01A,BCL2L13_GABARAPL2,1.41323
TCGA_K4_A5RI_01A,BECN1_GABARAPL2,1.96856
TCGA_K4_A5RI_01A,BECN2_GABARAPL2,0.90211
TCGA_K4_A5RI_01A,BNIP3_GABARAPL2,1.99692
TCGA_K4_A5RI_01A,BNIP3L_GABARAPL2,2.45174
TCGA_K4_A5RI_01A,CALCOCO2_GABARAPL2,2.00422
TCGA_K4_A5RI_01A,CD300C_GABARAPL2,1.07849
TCGA_K4_A5RI_01A,FUNDC1_GABARAPL2,1.73288
TCGA_K4_A5RI_01A,GABARAP_GABARAPL2,0.96811
TCGA_K4_A5RI_01A,GABARAPL1_GABARAPL2,1.94722
TCGA_K4_A5RI_01A,GABARAPL2_PLEKHM1,1.23198
TCGA_K4_A5RI_01A,GABARAPL2_WIPI2,1.78766
TCGA_K4_A5RI_01A,GABARAPL2_MAP1B,1.47859
TCGA_K4_A5RI_01A,GABARAPL2_SQSTM1,2.31617
TCGA_K4_A5RI_01A,GABARAPL2_NBR1,2.08815
TCGA_K4_A5RI_01A,GABARAPL2_MAP1A,0.98576
TCGA_K4_A5RI_01A,GABARAPL2_SIRT1,1.79681
TCGA_K4_A5RI_01A,GABARAPL2_TBC1D5,1.15155
TCGA_K4_A5RI_01A,GABARAPL2_PEX6,1.4576
TCGA_K4_A5RI_01A,GABARAPL2_PEX10,1.3655
TCGA_K4_A5RI_01A,GABARAPL2_PSMD4,2.30337
TCGA_K4_A5RI_01A,GABARAPL2_ULK1,1.89344
TCGA_K4_A5RI_01A,GABARAPL2_TBC1D15,1.38746
TCGA_K4_A5RI_01A,GABARAPL2_TAX1BP1,1.69493
TCGA_K4_A5RI_01A,GABARAPL2_ULK2,1.43386
TCGA_K4_A5RI_01A,GABARAPL2_RETREG1,1.07164
TCGA_K4_A5RI_01A,GABARAPL2_PRKACG,0.84189
TCGA_K4_A5RI_01A,GABARAPL2_TBC1D17,1.49061
TCGA_K4_A5RI_01A,GABARAPL2_PIK3R4,1.63863
TCGA_K4_A5RI_01A,GABARAPL2_TP53INP2,1.49525
TCGA_K4_A5RI_01A,GABARAPL2_TBC1D25,1.47299
TCGA_K4_A5RI_01A,GABARAPL2_UBA5,1.44259
TCGA_K4_A5RI_01A,GABARAPL2_PIK3C3,1.4213
TCGA_K4_A5RI_01A,GABARAPL2_OPTN,2.3238
TCGA_K4_A5RI_01A,ATM_ERCC1,1.53277
TCGA_K4_A5RI_01A,ATP23_ERCC1,1.48745
TCGA_K4_A5RI_01A,BRCA1_ERCC1,1.78953
TCGA_K4_A5RI_01A,CETN2_ERCC1,2.52394
TCGA_K4_A5RI_01A,DCLRE1C_ERCC1,1.41398
TCGA_K4_A5RI_01A,EME1_ERCC1,1.3601
TCGA_K4_A5RI_01A,ERCC1_ERCC2,1.98455
TCGA_K4_A5RI_01A,ERCC1_RAD52,1.68584
TCGA_K4_A5RI_01A,ERCC1_ERCC8,1.43553
TCGA_K4_A5RI_01A,ERCC1_PAXX,1.97826
TCGA_K4_A5RI_01A,ERCC1_KDM1A,2.32356
TCGA_K4_A5RI_01A,ERCC1_RCOR1,1.7691
TCGA_K4_A5RI_01A,ERCC1_FANCM,1.43924
TCGA_K4_A5RI_01A,ERCC1_XRCC4,1.8331
TCGA_K4_A5RI_01A,ERCC1_ERCC5,1.08659
TCGA_K4_A5RI_01A,ERCC1_XPC,1.72816
TCGA_K4_A5RI_01A,ERCC1_RAD51,1.58841
TCGA_K4_A5RI_01A,ERCC1_LIG4,1.63765
TCGA_K4_A5RI_01A,ERCC1_MSH2,1.63704
TCGA_K4_A5RI_01A,ERCC1_ERCC4,1.42345
TCGA_K4_A5RI_01A,ERCC1_XPA,2.04397
TCGA_K4_A5RI_01A,ERCC1_XRCC5,2.74841
TCGA_K4_A5RI_01A,ERCC1_ERCC3,2.16262
TCGA_K4_A5RI_01A,ERCC1_XRCC1,2.19141
TCGA_K4_A5RI_01A,ERCC1_XRCC6,2.79737
TCGA_K4_A5RI_01A,ERCC1_MSH3,1.58986
TCGA_K4_A5RI_01A,ERCC1_MSH6,1.80359
TCGA_K4_A5RI_01A,ERCC1_FEN1,2.3113
TCGA_K4_A5RI_01A,ERCC1_POLD1,2.00421
TCGA_K4_A5RI_01A,ERCC1_FANCI,1.7172
TCGA_K4_A5RI_01A,ERCC1_RAD23B,2.59111
TCGA_K4_A5RI_01A,ERCC1_SLX1A,0.96247
TCGA_K4_A5RI_01A,ERCC1_MUS81,1.69983
TCGA_K4_A5RI_01A,ERCC1_PRKDC,2.2984
TCGA_K4_A5RI_01A,ERCC1_ERCC6,1.23643
TCGA_K4_A5RI_01A,ERCC1_NHEJ1,1.10134
TCGA_K4_A5RI_01A,ERCC1_PHF21A,1.46024
TCGA_K4_A5RI_01A,ERCC1_FANCD2,1.58819
TCGA_K4_A5RI_01A,ERCC1_SLX4,1.34441
TCGA_K4_A5RI_01A,B3GALT6_B4GALT7,0.32485
TCGA_K4_A5RI_01A,B4GALT7_XYLT2,0.58046
TCGA_K4_A5RI_01A,B4GALT7_XYLT1,0.19843
TCGA_K4_A5RI_01A,GRB2_XYLT2,1.31604
TCGA_K4_A5RI_01A,SLC6A20_XYLT2,0.31642
TCGA_K4_A5RI_01A,XYLT1_XYLT2,0.37868
TCGA_K4_A5RI_01A,BAG3_HSPB6,1.58335
TCGA_K4_A5RI_01A,HSPB1_HSPB6,2.5531
TCGA_K4_A5RI_01A,HSPB6_SFN,2.6304
TCGA_K4_A5RI_01A,BAIAP2L1_WASL,0.05098
TCGA_K4_A5RI_01A,BCS1L_COX15,1.54555
TCGA_K4_A5RI_01A,COX10_COX15,1.24842
TCGA_K4_A5RI_01A,COX11_COX15,1.4249
TCGA_K4_A5RI_01A,COX15_UQCRFS1,1.78868
TCGA_K4_A5RI_01A,COX15_MT-CO2,3.22497
TCGA_K4_A5RI_01A,COX15_SURF1,1.83774
TCGA_K4_A5RI_01A,COX15_SCO2,0.73712
TCGA_K4_A5RI_01A,COX15_CYC1,2.12447
TCGA_K4_A5RI_01A,COX15_SCO1,1.23112
TCGA_K4_A5RI_01A,COX15_COX6B1,2.4545
TCGA_K4_A5RI_01A,COX15_MT-CO3,3.27187
TCGA_K4_A5RI_01A,COX15_MT-CO1,3.2029
TCGA_K4_A5RI_01A,COX15_PET117,0.87631
TCGA_K4_A5RI_01A,COX15_COX5A,2.04632
TCGA_K4_A5RI_01A,BLNK_LCP2,0.64572
TCGA_K4_A5RI_01A,BTK_LCP2,0.67343
TCGA_K4_A5RI_01A,CBL_LCP2,0.85407
TCGA_K4_A5RI_01A,CD247_LCP2,1.02032
TCGA_K4_A5RI_01A,CD3D_LCP2,0.83043
TCGA_K4_A5RI_01A,CD6_LCP2,0.75297
TCGA_K4_A5RI_01A,FYB1_LCP2,1.37004
TCGA_K4_A5RI_01A,FYN_LCP2,0.97407
TCGA_K4_A5RI_01A,GRAP_LCP2,0.49388
TCGA_K4_A5RI_01A,GRAP2_LCP2,0.55725
TCGA_K4_A5RI_01A,GRB2_LCP2,1.75768
TCGA_K4_A5RI_01A,ITK_LCP2,0.5376
TCGA_K4_A5RI_01A,LAT_LCP2,0.50744
TCGA_K4_A5RI_01A,LCK_LCP2,0.92686
TCGA_K4_A5RI_01A,LCP2_TYROBP,1.54848
TCGA_K4_A5RI_01A,LCP2_NCK2,1.40891
TCGA_K4_A5RI_01A,LCP2_RABIF,1.11242
TCGA_K4_A5RI_01A,LCP2_TEC,0.58788
TCGA_K4_A5RI_01A,LCP2_MAP4K1,0.63515
TCGA_K4_A5RI_01A,LCP2_PTPN11,1.50479
TCGA_K4_A5RI_01A,LCP2_VAV3,1.41113
TCGA_K4_A5RI_01A,LCP2_PTPN6,1.47406
TCGA_K4_A5RI_01A,LCP2_LYN,1.49456
TCGA_K4_A5RI_01A,LCP2_PTPRC,0.98562
TCGA_K4_A5RI_01A,LCP2_VAV1,0.75554
TCGA_K4_A5RI_01A,LCP2_RAP1B,0.91019
TCGA_K4_A5RI_01A,LCP2_PLCG1,1.20377
TCGA_K4_A5RI_01A,LCP2_PLCG2,0.77419
TCGA_K4_A5RI_01A,LCP2_SOS1,1.02821
TCGA_K4_A5RI_01A,LCP2_RAP1A,1.25273
TCGA_K4_A5RI_01A,LCP2_SYK,1.70112
TCGA_K4_A5RI_01A,LCP2_SHC1,1.60578
TCGA_K4_A5RI_01A,LCP2_NCK1,1.27934
TCGA_K4_A5RI_01A,LCP2_ZAP70,0.85136
TCGA_K4_A5RI_01A,LCP2_SRC,1.63745
TCGA_K4_A5RI_01A,LCP2_RANGAP1,1.56714
TCGA_K4_A5RI_01A,LCP2_SKAP1,0.90505
TCGA_K4_A5RI_01A,LCP2_VAV2,1.44113
TCGA_K4_A5RI_01A,LCP2_WAS,0.91108
TCGA_K4_A5RI_01A,BOD1L1_CXXC1,0.02193
TCGA_K4_A5RI_01A,BOD1L1_SETD1A,0.01923
TCGA_K4_A5RI_01A,BOD1L1_RBBP5,0.01792
TCGA_K4_A5RI_01A,BRAF_PPP5C,1.46907
TCGA_K4_A5RI_01A,CCT2_PPP5C,1.77677
TCGA_K4_A5RI_01A,CCT3_PPP5C,2.37629
TCGA_K4_A5RI_01A,CCT4_PPP5C,1.87174
TCGA_K4_A5RI_01A,CCT5_PPP5C,1.88538
TCGA_K4_A5RI_01A,CCT6A_PPP5C,1.86726
TCGA_K4_A5RI_01A,CCT6B_PPP5C,0.9084
TCGA_K4_A5RI_01A,CCT7_PPP5C,1.94062
TCGA_K4_A5RI_01A,CCT8_PPP5C,1.86116
TCGA_K4_A5RI_01A,CDC37_PPP5C,2.08976
TCGA_K4_A5RI_01A,DNAJC9_PPP5C,1.21172
TCGA_K4_A5RI_01A,HSP90AA1_PPP5C,3.1406
TCGA_K4_A5RI_01A,HSP90AB1_PPP5C,3.23531
TCGA_K4_A5RI_01A,MAP3K5_PPP5C,1.71209
TCGA_K4_A5RI_01A,PPP5C_STIP1,2.13417
TCGA_K4_A5RI_01A,PPP5C_PSMG1,1.61452
TCGA_K4_A5RI_01A,PPP5C_PTGES3,2.79007
TCGA_K4_A5RI_01A,PPP5C_TCP1,1.74087
TCGA_K4_A5RI_01A,PPP5C_TSC1,1.41321
TCGA_K4_A5RI_01A,PPP5C_PSMG2,1.80181
TCGA_K4_A5RI_01A,BTRC_CD4,1.2676
TCGA_K4_A5RI_01A,CCL4_CD4,1.31614
TCGA_K4_A5RI_01A,CCR2_CD4,0.9058
TCGA_K4_A5RI_01A,CCR5_CD4,1.02253
TCGA_K4_A5RI_01A,CCR7_CD4,1.14598
TCGA_K4_A5RI_01A,CD19_CD4,0.69019
TCGA_K4_A5RI_01A,CD1D_CD4,0.77606
TCGA_K4_A5RI_01A,CD2_CD4,1.16912
TCGA_K4_A5RI_01A,CD247_CD4,1.3831
TCGA_K4_A5RI_01A,CD27_CD4,0.76359
TCGA_K4_A5RI_01A,CD274_CD4,1.05846
TCGA_K4_A5RI_01A,CD28_CD4,0.81822
TCGA_K4_A5RI_01A,CD38_CD4,1.43673
TCGA_K4_A5RI_01A,CD3D_CD4,1.18243
TCGA_K4_A5RI_01A,CD3E_CD4,1.28363
TCGA_K4_A5RI_01A,CD3G_CD4,0.76538
TCGA_K4_A5RI_01A,CD4_LCK,1.21783
TCGA_K4_A5RI_01A,CD4_HLA-DMB,1.32461
TCGA_K4_A5RI_01A,CD4_IL5,0.6728
TCGA_K4_A5RI_01A,CD4_PDCD1LG2,0.83844
TCGA_K4_A5RI_01A,CD4_SKP1,1.71166
TCGA_K4_A5RI_01A,CD4_ENPEP,0.88467
TCGA_K4_A5RI_01A,CD4_HLA-DRB5,1.74766
TCGA_K4_A5RI_01A,CD4_HLA-DOB,0.90395
TCGA_K4_A5RI_01A,CD4_PRF1,1.3622
TCGA_K4_A5RI_01A,CD4_HLA-DPA1,1.84059
TCGA_K4_A5RI_01A,CD4_IL10,0.75749
TCGA_K4_A5RI_01A,CD4_FCGR3A,1.50863
TCGA_K4_A5RI_01A,CD4_IFNG,0.85803
TCGA_K4_A5RI_01A,CD4_CD80,0.94491
TCGA_K4_A5RI_01A,CD4_CD8A,0.93724
TCGA_K4_A5RI_01A,CD4_ERVW-1,0.7269
TCGA_K4_A5RI_01A,CD4_GOLPH3,1.89782
TCGA_K4_A5RI_01A,CD4_FYN,1.25534
TCGA_K4_A5RI_01A,CD4_CD40,1.32656
TCGA_K4_A5RI_01A,CD4_FBXW11,1.39061
TCGA_K4_A5RI_01A,CD4_GZMB,1.21944
TCGA_K4_A5RI_01A,CD4_ITIH4,0.7398
TCGA_K4_A5RI_01A,CD4_HLA-DRA,2.79044
TCGA_K4_A5RI_01A,CD4_IL22,0.6504
TCGA_K4_A5RI_01A,CD4_IL2RA,0.91726
TCGA_K4_A5RI_01A,CD4_IL7R,0.89276
TCGA_K4_A5RI_01A,CD4_CD82,1.84187
TCGA_K4_A5RI_01A,CD4_FCGR3B,0.8255
TCGA_K4_A5RI_01A,CD4_TLR4,1.04585
TCGA_K4_A5RI_01A,CD4_FCGR1A,0.87601
TCGA_K4_A5RI_01A,CD4_LAG3,0.88986
TCGA_K4_A5RI_01A,CD4_CD8B2,0.68064
TCGA_K4_A5RI_01A,CD4_PTPRC,1.35682
TCGA_K4_A5RI_01A,CD4_ICOS,0.71783
TCGA_K4_A5RI_01A,CD4_ITGAX,1.06793
TCGA_K4_A5RI_01A,CD4_HLA-DQA2,1.44371
TCGA_K4_A5RI_01A,CD4_CD44,2.33873
TCGA_K4_A5RI_01A,CD4_CD40LG,0.9423
TCGA_K4_A5RI_01A,CD4_CXCR4,1.84953
TCGA_K4_A5RI_01A,CD4_TNF,0.99808
TCGA_K4_A5RI_01A,CD4_IL1B,1.07264
TCGA_K4_A5RI_01A,CD4_CD7,1.32336
TCGA_K4_A5RI_01A,CD4_PDCD1,0.79343
TCGA_K4_A5RI_01A,CD4_IL7,0.90205
TCGA_K4_A5RI_01A,CD4_CD86,1.47217
TCGA_K4_A5RI_01A,CD4_SYK,2.05117
TCGA_K4_A5RI_01A,CD4_CTLA4,0.79076
TCGA_K4_A5RI_01A,CD4_CD69,1.04216
TCGA_K4_A5RI_01A,CD4_HLA-DPB1,1.77414
TCGA_K4_A5RI_01A,CD4_IL2,0.90492
TCGA_K4_A5RI_01A,CD4_CD81,2.11243
TCGA_K4_A5RI_01A,CD4_ICAM1,1.47016
TCGA_K4_A5RI_01A,CD4_RBX1,1.66494
TCGA_K4_A5RI_01A,CD4_SELL,1.01828
TCGA_K4_A5RI_01A,CD4_HLA-DOA,1.23322
TCGA_K4_A5RI_01A,CD4_IL13,0.863
TCGA_K4_A5RI_01A,CD4_HLA-DQB1,1.38413
TCGA_K4_A5RI_01A,CD4_TRAT1,0.75845
TCGA_K4_A5RI_01A,CD4_CD8B,0.7848
TCGA_K4_A5RI_01A,CD4_FOXP3,0.95222
TCGA_K4_A5RI_01A,CD4_ITGAM,1.12538
TCGA_K4_A5RI_01A,CD4_TBX21,0.72631
TCGA_K4_A5RI_01A,CD4_PLAT,1.92288
TCGA_K4_A5RI_01A,CD4_IL15,1.32769
TCGA_K4_A5RI_01A,CD4_FN1,2.31003
TCGA_K4_A5RI_01A,CD4_CD5,0.85244
TCGA_K4_A5RI_01A,CD4_CXCR5,0.6465
TCGA_K4_A5RI_01A,CD4_CUL1,1.70899
TCGA_K4_A5RI_01A,CD4_ZAP70,1.13861
TCGA_K4_A5RI_01A,CD4_IL6,1.26848
TCGA_K4_A5RI_01A,CD4_IL4,0.89971
TCGA_K4_A5RI_01A,CD4_HLA-DMA,1.71195
TCGA_K4_A5RI_01A,CD4_IL16,0.89138
TCGA_K4_A5RI_01A,CD4_HLA-DRB1,2.34705
TCGA_K4_A5RI_01A,CD4_HLA-DQA1,1.58099
TCGA_K4_A5RI_01A,CD4_IL17A,0.71635
TCGA_K4_A5RI_01A,CACNA1C_CACNG3,0.00096
TCGA_K4_A5RI_01A,CACNA1D_CACNG3,0.00864
TCGA_K4_A5RI_01A,CACNA1F_CACNG3,0.00889
TCGA_K4_A5RI_01A,CACNA1S_CACNG3,0.00829
TCGA_K4_A5RI_01A,CACNA2D1_CACNG3,0.01368
TCGA_K4_A5RI_01A,CACNA2D4_CACNG3,0.0191
TCGA_K4_A5RI_01A,CACNB1_CACNG3,0.02543
TCGA_K4_A5RI_01A,CACNB3_CACNG3,0.02956
TCGA_K4_A5RI_01A,CACNB4_CACNG3,0.01608
TCGA_K4_A5RI_01A,CACNG1_CACNG3,0.01631
TCGA_K4_A5RI_01A,CACNG3_CACNG7,0.01512
TCGA_K4_A5RI_01A,CACNG3_CACNG8,0.01449
TCGA_K4_A5RI_01A,CACNG3_CACNG4,0.01962
TCGA_K4_A5RI_01A,CACNG3_GRIA2,0.0141
TCGA_K4_A5RI_01A,CACNG3_CACNG6,0.01347
TCGA_K4_A5RI_01A,CALM3_CAMK1G,0.09253
TCGA_K4_A5RI_01A,CAMK1G_NOS3,0.03853
TCGA_K4_A5RI_01A,CANX_CFTR,1.23957
TCGA_K4_A5RI_01A,CFTR_PRKACG,0.31606
TCGA_K4_A5RI_01A,CFTR_RNF5,1.02553
TCGA_K4_A5RI_01A,CFTR_GOPC,0.71464
TCGA_K4_A5RI_01A,CFTR_SLC26A9,0.30291
TCGA_K4_A5RI_01A,CFTR_YWHAB,1.16856
TCGA_K4_A5RI_01A,CFTR_PRKAG3,0.29
TCGA_K4_A5RI_01A,CFTR_DERL1,0.76511
TCGA_K4_A5RI_01A,CFTR_TJP1,0.74535
TCGA_K4_A5RI_01A,CFTR_PRKAG1,0.92487
TCGA_K4_A5RI_01A,CFTR_PRKAB2,0.70117
TCGA_K4_A5RI_01A,CFTR_HSPA8,1.79926
TCGA_K4_A5RI_01A,CFTR_SLC9A3R2,0.7568
TCGA_K4_A5RI_01A,CFTR_PRKAB1,0.7795
TCGA_K4_A5RI_01A,CFTR_HSP90AA1,2.26012
TCGA_K4_A5RI_01A,CFTR_KCNJ1,0.2842
TCGA_K4_A5RI_01A,CFTR_FLNA,1.23597
TCGA_K4_A5RI_01A,CFTR_PRKAG2,0.46588
TCGA_K4_A5RI_01A,CFTR_YWHAG,1.17124
TCGA_K4_A5RI_01A,CFTR_PRKAA1,1.00889
TCGA_K4_A5RI_01A,CFTR_HSPA4,1.0821
TCGA_K4_A5RI_01A,CFTR_VCP,1.12896
TCGA_K4_A5RI_01A,CFTR_HSP90AB1,2.3545
TCGA_K4_A5RI_01A,CFTR_PRKAA2,0.41724
TCGA_K4_A5RI_01A,CFTR_SLC26A6,0.49168
TCGA_K4_A5RI_01A,CFTR_PDZK1,0.31647
TCGA_K4_A5RI_01A,CFTR_USP10,0.79908
TCGA_K4_A5RI_01A,CFTR_YWHAZ,1.57378
TCGA_K4_A5RI_01A,CFTR_SLC9A3R1,1.74388
TCGA_K4_A5RI_01A,CFTR_STUB1,0.76342
TCGA_K4_A5RI_01A,CCDC105_MRPS10,0.86021
TCGA_K4_A5RI_01A,ERAL1_MRPS10,2.18082
TCGA_K4_A5RI_01A,HIBCH_MRPS10,1.56127
TCGA_K4_A5RI_01A,MED1_MRPS10,2.09278
TCGA_K4_A5RI_01A,MRPL12_MRPS10,2.20654
TCGA_K4_A5RI_01A,MRPL17_MRPS10,2.32945
TCGA_K4_A5RI_01A,MRPL18_MRPS10,2.00722
TCGA_K4_A5RI_01A,MRPL21_MRPS10,2.20218
TCGA_K4_A5RI_01A,MRPL3_MRPS10,2.21566
TCGA_K4_A5RI_01A,MRPL33_MRPS10,2.34125
TCGA_K4_A5RI_01A,MRPL36_MRPS10,2.41447
TCGA_K4_A5RI_01A,MRPL50_MRPS10,1.49704
TCGA_K4_A5RI_01A,MRPL51_MRPS10,2.20808
TCGA_K4_A5RI_01A,MRPS10_MRPS23,1.87657
TCGA_K4_A5RI_01A,MRPS10_RPL26,1.85825
TCGA_K4_A5RI_01A,MRPS10_UBA52,2.96565
TCGA_K4_A5RI_01A,MRPS10_RPS6,3.26581
TCGA_K4_A5RI_01A,MRPS10_MRPS28,1.49379
TCGA_K4_A5RI_01A,MRPS10_RPS15,3.07555
TCGA_K4_A5RI_01A,MRPS10_RPS2,3.1725
TCGA_K4_A5RI_01A,MRPS10_MRPS24,0.97091
TCGA_K4_A5RI_01A,MRPS10_RPS8,3.2434
TCGA_K4_A5RI_01A,MRPS10_RPL37A,3.10076
TCGA_K4_A5RI_01A,MRPS10_MRPS6,2.08384
TCGA_K4_A5RI_01A,MRPS10_RPL24,3.12257
TCGA_K4_A5RI_01A,MRPS10_MTIF3,1.73281
TCGA_K4_A5RI_01A,MRPS10_MRPS33,1.73585
TCGA_K4_A5RI_01A,MRPS10_MRPS9,2.0663
TCGA_K4_A5RI_01A,MRPS10_MRPS25,1.59091
TCGA_K4_A5RI_01A,MRPS10_RPL23A,2.56939
TCGA_K4_A5RI_01A,MRPS10_RPS25,3.11831
TCGA_K4_A5RI_01A,MRPS10_MRPS31,1.80117
TCGA_K4_A5RI_01A,MRPS10_MRPS22,1.69696
TCGA_K4_A5RI_01A,MRPS10_RPS5,2.97948
TCGA_K4_A5RI_01A,MRPS10_RPS28,3.08883
TCGA_K4_A5RI_01A,MRPS10_MRPS18A,1.77098
TCGA_K4_A5RI_01A,MRPS10_RPS7,2.97781
TCGA_K4_A5RI_01A,MRPS10_POLR1C,1.49902
TCGA_K4_A5RI_01A,MRPS10_RPL4,2.83569
TCGA_K4_A5RI_01A,MRPS10_RPLP1,3.21994
TCGA_K4_A5RI_01A,MRPS10_POLR2C,2.1598
TCGA_K4_A5RI_01A,MRPS10_RPS17,1.60771
TCGA_K4_A5RI_01A,MRPS10_RPL30,2.49657
TCGA_K4_A5RI_01A,MRPS10_RPL5,3.17127
TCGA_K4_A5RI_01A,MRPS10_MRPS26,2.28172
TCGA_K4_A5RI_01A,MRPS10_WDR31,1.16414
TCGA_K4_A5RI_01A,CCL11_CX3CL1,1.10065
TCGA_K4_A5RI_01A,CCL20_CX3CL1,0.72187
TCGA_K4_A5RI_01A,CCL21_CX3CL1,0.98811
TCGA_K4_A5RI_01A,CCL4_CX3CL1,0.96928
TCGA_K4_A5RI_01A,CCL5_CX3CL1,1.76342
TCGA_K4_A5RI_01A,CCR1_CX3CL1,0.83873
TCGA_K4_A5RI_01A,CCR2_CX3CL1,0.73375
TCGA_K4_A5RI_01A,CCR3_CX3CL1,0.67495
TCGA_K4_A5RI_01A,CCR5_CX3CL1,0.74773
TCGA_K4_A5RI_01A,CCR7_CX3CL1,0.83303
TCGA_K4_A5RI_01A,CD200R1_CX3CL1,0.7559
TCGA_K4_A5RI_01A,CSF2_CX3CL1,0.7211
TCGA_K4_A5RI_01A,CSF3_CX3CL1,0.71039
TCGA_K4_A5RI_01A,CX3CL1_IFNG,0.58883
TCGA_K4_A5RI_01A,CX3CL1_CXCL1,1.8944
TCGA_K4_A5RI_01A,CX3CL1_FGF13,0.61348
TCGA_K4_A5RI_01A,CX3CL1_FGF2,0.78673
TCGA_K4_A5RI_01A,CX3CL1_CXCR4,1.46455
TCGA_K4_A5RI_01A,CX3CL1_CXCR1,0.69588
TCGA_K4_A5RI_01A,CX3CL1_CX3CR1,0.70793
TCGA_K4_A5RI_01A,CX3CL1_CXCR6,0.67597
TCGA_K4_A5RI_01A,CX3CL1_CXCR3,0.73259
TCGA_K4_A5RI_01A,CX3CL1_CXCR2,0.88583
TCGA_K4_A5RI_01A,CX3CL1_CXCL9,0.71077
TCGA_K4_A5RI_01A,CX3CL1_EGF,1.01596
TCGA_K4_A5RI_01A,CX3CL1_CXCL16,1.61614
TCGA_K4_A5RI_01A,CX3CL1_CXCL10,0.89874
TCGA_K4_A5RI_01A,UBA52_USP28,2.65995
TCGA_K4_A5RI_01A,RPS27A_USP28,2.72416
TCGA_K4_A5RI_01A,CDH1_SNAI2,2.24207
TCGA_K4_A5RI_01A,HDAC1_SNAI2,2.42052
TCGA_K4_A5RI_01A,KDM1A_SNAI2,2.71812
TCGA_K4_A5RI_01A,SNAI2_TP53,2.36254
TCGA_K4_A5RI_01A,SNAI2_SOX9,2.08356
TCGA_K4_A5RI_01A,SNAI2_TWIST1,1.83303
TCGA_K4_A5RI_01A,CDH17_CTNND2,0.47122
TCGA_K4_A5RI_01A,CDH17_VCL,1.36075
TCGA_K4_A5RI_01A,CDH17_PECAM1,1.14786
TCGA_K4_A5RI_01A,CDH17_OCLN,0.59135
TCGA_K4_A5RI_01A,CDH17_DSP,1.40346
TCGA_K4_A5RI_01A,CDH17_KDR,0.94714
TCGA_K4_A5RI_01A,CDH17_PSEN1,1.31532
TCGA_K4_A5RI_01A,CDH17_CTNND1,0.9673
TCGA_K4_A5RI_01A,CDH17_CTNNA2,0.42626
TCGA_K4_A5RI_01A,CDH17_CTNNA1,1.63037
TCGA_K4_A5RI_01A,CDH17_NECTIN1,1.55495
TCGA_K4_A5RI_01A,CDH17_CTNNB1,1.5454
TCGA_K4_A5RI_01A,CDH17_KLRG1,0.56796
TCGA_K4_A5RI_01A,CDH17_TJP1,0.93689
TCGA_K4_A5RI_01A,CEL_CPA1,0.00134
TCGA_K4_A5RI_01A,CELA3A_CPA1,0.02149
TCGA_K4_A5RI_01A,CELA3B_CPA1,0.02944
TCGA_K4_A5RI_01A,CPA1_CPA2,0.01271
TCGA_K4_A5RI_01A,CPA1_CTRC,0.01263
TCGA_K4_A5RI_01A,CPA1_CTRB1,0.0125
TCGA_K4_A5RI_01A,CPA1_CTRB2,0.01179
TCGA_K4_A5RI_01A,CPA1_CPB1,0.01086
TCGA_K4_A5RI_01A,CPA1_CPA3,0.02593
TCGA_K4_A5RI_01A,HSP90AA1_RPAP3,3.12765
TCGA_K4_A5RI_01A,FLNA_RALA,0.98284
TCGA_K4_A5RI_01A,HSPA4_PGLYRP1,0.60469
